Label,Tweets
0,"@Anndra I haven't either - resorting to iPlayer to watch this afternoon, tho as TiVo let me down. "
1,option 3: go home and watch Top Gear 
0,"Going to be a good Grey's Anatomy thurs night. Pity, can't watch it "
1,@The_fixer @Markable @PattySky Excellent soon we shall have a movement forming and Mondays will be no more!  #banmondays
1,@ghelay hv u watched david's interview w/ Guillermo? it's soooo funny...!!! Guillermo is so funny too 
0,"Im sick today yuck, i hate feeling bad......Weather is bad today round here, that sucks.. Wondering what else could go wrong today.  "
0,@Mle4d thank you!  i didn't have any dessert   eeekkk
0,Car brakes broke. I'm now walking home.  oh well. At least I'll get lots of exercise.
0,omg ii miss my brutherr already  ... Have fun in lebanon!!
0,@yelyahwilliams Sinus infections are the WORST!!! I get those too... no joke 
0,"I'm so sleepy :| and its so cold, where's my summer "
0,@Glorin lol I only got 3  Lmao
0,"@nanaykrung it's really horrible.it's a nightmare.twice i had a dream dat my mom died, from an exploding car and a tumbling on-fire house "
1,"India wins a test series in New Zealand after 41 years! If it wasnt for rain on the final day, India would have won the third test too "
0,#work won't be home till late tonight 
0,Damn blood pressure spike. 
1,Going 2 watch shawshank redemption 
1,Just working at Mirth today 
1,"@MADDIEstack  liam and hewin , but liams better "
1,trying to get new website ready.  wish we were telepathic...just for a minute or 2.  Would save on emails 
0,@cathy_cochina40 okay okay I'll behave 
0,@selenagomez I'm sorry that happend  I made joey a fansite. myspace.com/joeykingofficalfansite I'm just waiting for her to add me haha
0,Beautiful not shit weather! So happy to see it. No MoD practice today  So instead cleaning and relaxation. Maybe driving range later...
0,http://twitpic.com/7ms0x - I think @DonnieWahlberg accidentally gave me the finger.   lol
0,"Last Chueca botellÃÂ³n last night, "
0,Does anyone have a protection for Apache against Slowloris DOS 
0,ok my internet is not working right 
0,needs more rest 
1,@metrostation Welcome to the Philippines!  I reaaaaally wanna watch you guys!
1,"@runnrgrl Ok, I follow her now! Thanks. "
1,Everyone (AND their moms!) was at O2 tonight! Fun fun 
0,@JuliaRosien Hey you!! You were not alone!! I was so out the loop  ... My peeps were here holding it down though!!! Love em!
0,@buckhollywood I'll be @ work 
1,@Kat_LB thanks lovely!!!  in case you had forgotten 4days!!!!!!
1,Watching Lady Gaga on MTV 
1,"i feel oddly enthusiastic about my future; despite really long drives, crap jobs, and an 18 hour semester to look forward to, i'm happy "
0,"@fauxjoy Ooh no  I knew you were looking for shoes, but Lame  What were you looking at?"
1,@MamiChula8153 my sister the one who gets the from the beauty store.... I don't know if she stopped by yet but I will let ya know 
0,@SlapDashAsh @SlapDashAsh Yeah...  I was looking forward to that too...
0,Its got voice and everything.. thats pretty cool. Also.. its only for 360 
1,@krissychau ditto.  love the friggin song!
1,"tired, going to catch em ZzZzZ'sss "
0,last 2 days of school.. well for some seniors most of us have to do fucking summer school   But its scraight!
0,"@Patti_Cakes23 i'm def gonna be drooling and/or crying  he's gonna talk about his brother, too "
0,Is cheeseless... 
1,just dropped off my sisters prom stuff she's gonna look amazing 
0,Omg my ipod froze on the bus. Now I'm bored and I brought it to the club w me for nothing 
1,@MarcyMC I could always start singing for you.  That would wake you up.
1,@Liverpool_TX good luck!!  I may have to relook it when I get back 
0,"@montipython yes again! i wont have my pictures up until late tomorrow, i'm on my laptop in the hotel but i forgot my camera cord "
1,@Quiggmate OMG EOGHAN THANKS SOO MUCH cant believe i got through to the semi's u dont no how happy i a  ...THANX
1,"@kilaucoffee I enjoyed my chicken mayo and cheese baguette yesterday, thank you as it made my shift at work a lot more pleasurable "
0,@MissRiNa05 must b nice...guess I don't have a chance 
0,@jonberrydesign I am lost. Please help me find a good home. 
1,@smbittler Thats great news 
0,@MirandaLynn22 hey bb! We were talking about the scene in Eclipse where Bella kisses Jacob. It'll break Edward's heart 
1,"@KeNiJoeFanatic im actually not looking for it. ha! but if i happen to stumble upon it, ill let u know. "
0,Titanic ? ok well i cry every single time at the end of the movie 
1,college graduate....Yo Yo im up there with you now 
1,Last day for my Surprise Percentage Off sale! Use coupon code surprise  Everyone have a wonderful day
0,officially misses you  &lt;3
0,"@AlexRGardner damn, I missed hwata vs ret, it was too early in the morning  Any ggs? From the TL thread it seems the games were silly"
0,Why is it that Firefox and the Internet in general seem to have a personal vendetta against me? It really hurts sometimes... 
1,at YANQ. If you have anything about youth work/youth support send it over 
0,"Husband in China, wife and dug in Scotland. Not fair "
1,"happy mother's day to all the mama's out there, be greatful and appreciate your mama "
1,off to the guitar store to get new tuners for my classical 
1,@quotergal then total yay! 
0,@fordie don't have those anymore  can't b arsed!
1,@ZacharyQuinto that was almost as cool as steve-o  you're neck on neck
0,@wendveronica I'll tell him the next I speak to him. But that wont be for at least 5 days. He doesnt even have email access  
1,@JeanLephare kay I'm bringn the movies and popcorn 
0,"@Veen78 @shayshaym Aww, Mr. Manibusan, I'm praying for him guys. I love him "
0,commencement shall start in a half hour. today is going to be way too long. Only 1 hr of sleep and no food till afternoon 
1,"@dainiesaur SO STOP. Move forward, move forward, life is waiting for you and me "
0,"@LarsLarsonShow: me, too. having lots of trouble with the KXL steam. "
1,i DO have a lot of asian friends lol hahahah &lt;333 you all ROCK for real 
0,anyone know if there are 24 hour maccas at parramatta? i cant remember 
1,"@ddlovato aww. it must be worth it though, right? lack of sleep for a bomb vacation "
1,boohoo for me. hell yeah that's some kind of word for me today i guess. i'll just smile because i don't know what's happening. really. 
1,This was the best weekend ever!!!! 
0,@mike_campbell I'm sorry i missed your class.  i was really sick this morning 
1,"Se eu falar que to baixando The Veronicas, a APCM pode me pegar? Whatever, to baixando. "
1,"@Jasperblu willdo...today's a Guinness day, for now, though "
1,@misspeyton93 Yes!!!!! I just want to speed up when I hear it in my head  BEST SONG EVER!!!!!!!!! THE JONAS BROTHERS ARE GENIUS!!!!!!
0,My stupid black berry won't let me reply to ppl 
1,kristin just took over my twitter. such a cute baby 
0,@mileycyrus the voting is closed  I tried to vote for u yesterday
1,good morning..and god bless everyone 
1,Wassup Tweeps. Been of Twitter for a while as Friday was kinda hard. But I'm back and black!! lol Time for some catch up Tweets 
0,missing @heyitsjuuli soomuch  ineedumyangel (: twwodaysÃ¢â¢Â¥
1,Congrads @mileycyrus Im a huge fan and i think you are so amazing! I really see u as just a normal teenager with big dreams! Keep rockin! 
0,"@MayraRae okay,okay phew. i don't care much about my bags as long as they don't lose me and the other passengers above the pacific ocean "
1,@gretchenmist it opened last night.  i couldn't be there but i hope it went well.  thanks for your warm wishes 
0,is bored  and soaked. Stupid British weather &gt;
1,bitch cleaned his room 
1,@MarIaSinger what happen to me being that lucky guy 
1,"getting ready to hit the town. paint the town red. or pink, judging by my outfit "
1,Boss lady still away - up to my eyeballs in work! Should have come into the office this weekend instead of suntanning in the backyard 
1,"@DiyanaAlcheva Good for you, I love the play area for the Chisslets &amp; Swedish meatballs for afters. I always spend too much though "
1,@astroboy Hot Tamales were my candy of choice when I went to see James Bond movies when I was a kid.  
0,Got Iphone and installed my favorite Imob but it asking me for my username and did not accept my old one (the one I had for my ipod) 
1,@BeatlesLane man and machine keep yourself clean or be a has been  like a dinosaur  neil innes was great in all u need is cash
1,@BrokerSaunders Nice pic to enjoy a cup of java by! http://bit.ly/F3R3r I'm finishing cup 2 
1,i love summer weatherr 
1,@big_tone u already know! 
1,"up early again this morning but the sun is shining so finding it hard to be in a bad mood! also of shopping soon, which always helps "
1,"@heathermihok Glad to know I'm not alone. If it starts to recommend Barry Manalow, I may have to switch to something else!  "
1,@zyber17 Poor guy  Sleep cures many things. Hoping your tomorrow is much smilier!!!
1,hahahaha. found my year 10 planner. Jo telling me to &quot;bloody chill&quot; because of what we nicknamed the &quot;sheet incident&quot;. hahahaha.  x
0,Damn the rain and no umbrella 
1,@NiftyKnits happy birthday Nifty!  Enjoy your meal 
0,"I forgot that at the end of the day, Sony has Team Ico. I need a PS3. "
0,pureFTPd is fun and not easy 
1,@ukohatim No one delivers like God 
1,"@dos_shell actually, i got them from redbox. know your audience. "
0,Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...
1,@1KID1 lol thanks for the compliment!  although that one drunk pic is kinda questionable. Lol just you wait...
0,"Today was a good day, really disappointed that I didn't have some 1 on 1 time with my husband "
0,@dineshMichan  waaaaaaaaaaaaay ahead of you on that one *hic* unfortunately the awesomeness comes to an abrupt end with one shot too many 
1,Good morning from Daejeon 
0,Hi guys how's everyone me I've not been feeling too great took today off work must be getting a summer cold 
0,day 2 with my injure shoulder! 
0,@EDDIEKLIVE Wish I could see you in NL...the soul is ready but the body aint strong enough yet  Hopefully next time!
1,Had a fun night with @MelissaP4484 and @KatieNix! Yay! Now headed to bed to do some much needed sleeping in! 
0,"First time giving the antibiotic didn't go well.  She also cut her nose on the cage they had her in, trying to get out.    My poor baby."
1,@ancmowat Thanks so much - and you're always so appreciative and encouraging.  I'm so thankful you're in my world. 
1,"@Calindria Completely agree. With my dad, if it was football it would have been soccer, and there wasn't much of that on tv "
1,"@Dannymcfly Tweet tweet, hey Danny, say ' OI GATCHENHAS DO BRASIL' haha Xx PLEASE *--* Eu te amo "
0,"the bookstore doesn't have my book and hw is due, american apprl wont let me exchange my tee, and sophias doesn't have my fave chkn. WTF? "
1,@balliztik510 absolutly 
0,ya rabi er7mani this weather i can't take 
1,@BlokesLib physically or mentally?! 
1,*waves* at everyone and THANK YOU for voting for us 
0,@hangloose03 NOOOOOOO...! I'm dieingggg over hereeee.     okay.. but dont take to long.
1,@heidiP_ just making noise in my house very early lol....making hot fire  do you wanna swing through and drop a hot 16??? lol
0,Not really looking forward to tomorrow  Hopefully I will be exited when it comes around
0,just found out I have fallen arches and need to stop wearing flip flops and going barefoot.  
0,"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  "
0,"drank too much wine.  feel like the wives, i miss the guys and want them to come home too.  wish i was out there with them.  "
1,"Someday, somehow... Oh yeah! Nope, I'm not giving up! "
0,"@Yungon SORRY~ The truth is, that (almost)All I concern is only FOOD! these days. I can't concentrate on many things at the same time "
0,@ddlovato i want to! But i live so faar  i'm sad
0,"Return to work tomorrow after 3 weeks off (2 weeks paternity leave, 1 week holiday). Booooooo "
0,@BitchinDonna awww hope it doesnt rain!   have fun!!! was well up for Decadenze tmrw but the gig got cancelled.. not very lucky lately:-P
0,is not enjoying cooking anymore..in fact I'm not enjoying much lately..feel a bit down again..maybe because I have to work again 
1,@theDebbyRyan kellan is soooi nice 
1,@sharonhayes  Thanks again!
0,@punkrockguy222 I was thnking of doing that but my friend said not to let him down haha so... I don't know 
0,"@Moosola Unless Sky pick it up at the last minute, I think the only way to watch it will be Channel 9 streams on the likes of Justin.TV "
0,@RobJacko No what is the world coming too. Last week was so lovely 
1,"@shellisxena HI Shelley, it's nice to meet you  I live in Meridian, ID. was last in Portland for seminar on treating depression naturally"
1,"@Irish1974 Yeah, it's good.  Just startled me.  "
1,"@heyuguysblog script stays pretty much the same, but liam neeson rocks!  i actually liked it "
0,relaxing at home.....got lots of work to do 
1,@IndependentQ i got yU on gas &amp; food 
1,School field trip today yeaaaa 
0,"@Shayne71 i'm so sorry to hear that, even my mp3 player is not working anymore  . Good news : i'm going out tonight to a club yay"
0,"@FuchsiaStiletto mmm mmmmmm dat sounds nicee.. I jus hada ham salad sarnie n tea  mcds need to do delivery, I'd rinse da breakies I swear"
1,@spiderdj82 i was about 25 minutes late. i think they thought i got lost but i knew where i was going. yeah right! lol. 
1,@HeatherABC Any bfs fan/friend is a friend I need to have.  
0,arrgggghhh! can't play because of maintenance  hehehe
1,@fairytalepicnic I am finally on twitter again 
1,SAnkies 4 propsh @MCandy  Ã¢â¢Â« http://blip.fm/~7f66m
1,"Games of #e3 so far assassins creed2 , splinter cell conviction, brutal legends and I do like that star wars mmo "
1,@mindsrleathl  Thanks and I will let you know when the vid is up. 
1,@robwatts impressive tweet compression algorithm you've got there! 
0,&quot;I can't breave!&quot; 
0,Praying I am able to get my house and my car......lovin my bogey boy 
0,@Francisk91 i've got it its not as good as sims 2 
1,@Moogieredshoes brian molko Hmmm may have to go have a look see 
0,"My car is hawt, so is my. Not prepared for humidity, hair is braided, "
0,MY TWITTER ISN'T WORKING 
1,@guybatty and it certainly helps get you through 
1,@Storm_Crow You'll do more than fine  I'm sure of it.
0,@RiverdeepANDRed (ok i cant keep typing all yalls names just assume i'm including you) LDR = lonely. 
1,@DavidArchie  Lol! what song was it ? How does your haircut look ? 
0,"Im gonna go now guys, my Mum is here and I'm in desperate need of a hug  Thank u making me laugh2day, lots of hugs2u xxx xxx"
0,"@kittencaboodle Yeah. Much better for both of you to be at home instead, you can get some rest then before Monday! Poor things "
1,@dannygokey Hi Danny! Hope you can come here in the Philippines! 
1,"@Jesslynne lol...yes, I suppose that would be a rather interesting pick-me-up! "
0,JJRogue: Battery dead. The truck won't start 
1,Leaving the beach .. Having a great day with vicente .. We needed this time together 
1,@MsKnitSox good mornin Amy! Notice my effort in positive thinking? 
1,@wallentine thanks! me too. 
1,is going to bed so goodnight people 
0,phone is still blocked only my fav 5 can cll me 
0,@hello_jodie BFF!!! :hugs: How are you Jodiekins?? You disappeared on me yesterday.  :pouty face:
1,@jakob_ing Haha nice. defs a snuggly friday night... so cold.  make sure you relax
1,@followdceleb ah i see. 
1,@RyanSeacrest I didn't watch Conan last night but will tonight if you are going to be on the show. 
1,Working in my room and waiting for Jon and Kate plus 8!!!  I love the kids!!!
0,@KhloeKardashian i was on hold..Ashley     MY PHONE LOST SERVICE!!!!
1,@selenagomez  coolio  I'm hanging out with my best friend whom i haven't seen in months!! anyways have fun and if u get this tell her hi!
0,"@hodgman  I, unfortunately, must follow from work.  "
0,Man! I don't wanna work today! I'm gonna miss the Secret Life season 2 premire.  Thank God for DVR.
0, it's been a crappy day 
0,Oh no! The shopping center is close today! 
0,@SeXXXyInTheCity LOL don't do that 
0,"Minchin wise, fridays are the worst. I feel a littlf sick gaving to go in  ."
1,@gangrel13 Good Morning  hope you have a good day today
0,@helenwatkinson only me 
0,I want to take it down...but I'm not tired 
1,local bike shop to the rescue! changing a bottom bracket and chainset is not easy without a workstand. so thanks to the edge in lancaster 
1,refuses to follow someone so egotistical and two-faced.. even if it IS &quot;just&quot; Twitter 
1,"@IngridHolliday you cant ask to get any sweeter. remember, it's not Miracle Monday "
1,"Hello beautiful day!  Today is my momma's birthday, so happy birthday to her!  "
0,"@bondsbustyblond the worst of it is,that the lving of my flat gets all the sun &amp; so stays hot all day "
0,Amish deli any then temicas 
0,New motherboard ordered. Must wait 4 tues. 
1,@SheilafightsEB Thanks for the #FF 
1,@KaraLawson I want to! I'm just getting some preliminary information to figure out the process with Lisa's mom 
1,Omg new moon trailer!!!!! Soooooooo good.  I literally died of sheer happiness.  I love it!!!!
0,on my way too schoolll 
0,@ElvaHsiao Gotta love those oysters. Hope you didn't get harrassed too much 
1,So I'm a looser and I like being at the library... its like my home away from home. 
0,I may have been a bit optimistic with the shorts today 
1,"finallyyyy, I bought The Sims 3! "
0,Younger sprog is still sick. Elder sprog's birthday is still a go. I get to stay home and miss my kid's birthday. 
0,@ziiastarr I wonder the same damn thing and Bubba. 
0,"I really need to head to the gym, but the lazy bug is creeping in on me "
1,Planning a Nevell holiday for August 
1,@jysla TWIN!!!!! i love youuuuuuu  i will keep trying for monday k k ? but i'm pumped for next weekend !!!
0,"Going to sleep.Tomorrow the routine again, buu "
0,really wants to go out tonight  Stupid work tomorrow
1,Thank you to the new tweeple following me 
1,@lizziebusiness well you see the thing is.. I'm at my sisters.. And I will be till like tuesday. But you can still go without me! 
0,@breelin I need to make it silly lol. I miss you 
0,I miss Favi.  Totally lost without her dude.
0,happy fathers day to all the dads out there...i dont get to spend it with my hubby 
1,"Covers on @ the cricket, Eng need 7 wickets to win, Moccasins on for the Windies!!! Draw on me thinks!!  http://ff.im/-2ZXio"
1,another fun and busy day down - dam i love brisbane and all its goodness 
0,Reaching for inspiration for my Poetry! No luck so far 
1,YAY for happy birthdays 
0,went to borders to get @LaurenConrad 's new book &quot;LA Candy&quot; but they didn't have it.  i'll just order it off amazon or something
1,Time to turn on the Walk From The Station playlist - Hero Of War by #Rise Against followed by any of the loud #Foo Fighters songs! 
1,@azulfi ohh i thought that honor belonged to kim kardashian 
0,@triciaayroso I wanttt! 
0,oh no its raining  i hate rain it stops you from doing loads of things 
0,re-imbursments.. i hate doing this bills claims job 
1,@dianavaldes Happy Birthday sweetheart and I hope you have a wonderful day/night   XOXO
0,@Jamiebower Are you gunna be playing in the midlands soon?? I cant make the show on the 9th  I'm really heartbroken lol..
0,"@writetoremember I looooove you toooo! I will, and I hope you have fun with everyone  haha."
0,@SweetSin2Men I just got put down my LAST DRINK FOR THE NITE! lol But...im soooo goin to Chicago 2ma  IM BORED OUT OF MY MIND HERE! lol
0,Shooting a commercial at ancira Nissan! I'm hungry!!!!! They are not feeding us here! 
1,@lucygilbert92 good song 
1,@psycatron henry of the von variety I think 
1,@Brii1017 it was cool though. 
0,lost 10 bucks cause the lame-o lakers won booo 
1,"@emily0418 aww, sweet "
1,@Live4DaMusiq 
0,"@ShreksterOnline Oh, no Gingy! You don't want to go to Fleet Street!! "
1,@iamjersey You are so tiny and adorable in person! haha. Thank you for wearing my bracelet! It glows in the dark! 
1,I am ready to see u. But I am going to be patient.....   just me....jz_
0,@Kelliekk  hope your headache gets better. Well try and enjoy your EVENING :]
0,Can't believe I've got to get up early tomorrow and go back to work  Why can't I get that big win on the lottery!
1,"@cocoapod Just vegetarian, I can't keep away from chocolate and other goodies! Which is going to make this diet a little hard! "
1,"FACE IS NUMB TBH, lloyds hung over AHAHA, but it was worth it, what a nightt "
0,"@figuromo wait a moment, are you stuck in traffic driving down to Syd for dinner? Tough luck if that's the case "
1,"@coolashaker yeah, seaside was great, next england on friday  haven't you seen the forecasts? no rain this year, just 'cause i'm coming ;)"
0,"dying my hair, and apparently my forehead! its blue "
1,Just had dinner with friends and hit up a fattie. yes you read that correctly 
1,@Goodman_EA use tweet deck its a nice way to use twitter 
0,"Ugh, I feel sick  Oh well, as long as I don't pas out again I'm happy."
0,@Saaamm That's not good  I wish I could somehow help over twitter...
0,"@sims then dont look on twitter, i was spoiled 2... "
1,"Not that it matters, I'll do independent study of my concept and post weekly as if it were that. Fuck being in the cool kids group. "
1,breakfast &amp; later we do a paper round  ...
1,@laurasap Still Learning... But Always Want To Rock! Whoot! hehe  LOL
1,possibly going to see hillsong united live tomorrow!!!  and I saw @vexli walking on 286 today...he looked like a tool
0,"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not"
1,@ashleigh_dancer you have to see whether he's there or @ the star wars convention 
1,should be sleeping but decided to join twitter 
1,@MoocherGirl football rugby and..... that's all 
1,@mikefoong aww there is always the hashtag updates! 
0,Was away from Twitter the entire evening and this morning I'm greeted with msgs from people trying to assassinate me on #spymaster. 
1,@AsianDavid aww  I miss Asian David!
0,@MichelleZen mmm u had tilapia yummy! i also ate casper hotdogs and cheesecake factory for dinner....i need to get back in shape 
1,Definitely smiling 
0,@mari_possa I know  thanks boo
0,"@jakarolewics I wanted to see that, but missed the first one..figured I would be hopelessly out of loop "
1,@DavidSlocombe Awesome attitude to have. I also believe in paying it forward. 
0,Watching Fox 5 News and feeling Blah... 
0,my tumblr is really blue at the moment but i don't feel like messing with the colors anymore 
1,I forgot how relaxing it is to ride the bus to work. 
0,"@kidkierain yeah, that does sound a bit bad man... i got fucking exam week this week "
1,i had an amazing night with my love!!  she makes me smile!!
0,It's too cold and cloudy to see much.  I'll try again another day!
1,HAPPY B-DAY MUDDY FOOT BOO BOO FACE!!! (Matt Brown) 
0,@OooChelcyooO That's awesome! We have that this weekend too but I can't go because I'm moving this Sat.  I should be a lot of fun though
1,Just watched new Star Trek movie.  They messed with everything - It was wonderful!!!  Hope they make an alternate reality series 
1,"@jennettemccurdy poor u, but i got up waaaaay earlier "
1,"@lindtdale As for you, get well soon! "
1,"@musicjunkie92 My sister got that one, nice "
1,Sick!! Just took some meds so maybe I will be better in the morning  Praying....
0,@alliedearest oh that's no good 
0,Ugh!!! I'm still at the office.  2 more days to go this week   Super busy at work!
0,all my sims keep dying. i don't think i'm playing right. idgi. 
1,"Goin to bed, gettin BFD tickets in the morning at SF.. Nightchaaaall "
0,@Leggofmyeggo nm you? u got removed from the cpg mod list 
0,"Oh. Em. Gee. My Dad has been caught smoking! He quit months ago and has suddenly started again. Tut, tut. I'm so disappointed right now. "
0,I don't understand why I can't disconnect when it's obvious that nothing is even happening!!! 
0,"@d_archer I'm doin nothin so I think you'll be havin more fun, I got the same follower "
1,@khaledalhourani ????? 
1,"@jordanknight Good Morning Sunshine! Hope you got some rest last night,but please pack I am ready for Friday and Sunday  xoxox"
1,@kreativemess you're forgiven  i sent you a link about the bike run. did you get it?
0,http://twitpic.com/7tkgb - this is what organizing my room looks like. 
1,@hardcoreheather a million dollars will only last you a year?!?! God damn what kind of bills do you have!? hahaha 
0,why am I up this early? 
0,OH. MY. GOSH.!!! Main Floor Row 3 Demi Lovato Tickets Available!!! AHH!! Too bad I'm broke and it's during the state fair 
1,@BOMBkid sorry I just used the last of them this morning 
0,No Blizzards for we  They closed at 9:30 instead of 10 like the Internet said. Oh well.
1,@jackieinchgo Less time than it took to train Jim is my guess. 
1,gudnyt everyone!  bye
1,"@trevah Heck yes, he is. "
0,@melaniebae I know right.....    &amp; I was a party too!!  Party pooper.
0,@zpush everybody knows something i dont! i'm curious. i forget it's some kind of crime. 
0,"@speakforme I know. We should go asap. like when we get back home I wanna buy jeans, too. But I'm too fat for jeans. "
1,"@bridgetx - thank you!!   Hopefully some quotes will come in useful for others out there, he puts it so well. "
1,@Mette_Schramm  very fine!English has always  my prefer language but I never had the opportunity to learn &quot;good English&quot;. Perhaps now?
0,@cuppie_cake haha yeah the 8900 flash is bright great camera my lights stuck on at the moment 
0,@jessidelonge jessi no likey fob? 
1,@ktsummer It is on @ 9pm on the west coast. Will catch it then. 
1,Baking in the sun 
0,@balaji_dutt @ashwinn wah nice for you guys. going home and all. 
0,"@ShredderFeeder Aww, sorry, happy belated sucky birthday. "
1,"@iluvwentzXstump monday!  i mean, i would ask my mom but now's not really a good time to do it :/ she's driving me INSANE."
0,I'm sad that she left this morning 
0,"goodnight, i guarantee that i'll be awake by 7am "
0,About to take meds I take that percentage back... feeling worse 
0,finally have access to facebook/wordpress/blogger/twitter! the boss says we are not supposed to access any social networking / bog sites 
0,@Teach77 awww is her son okay   what happened
1,Bri is not cool  nor is margo 
1,@Lmalopes twitterthanks 
0,I know and I have been a very naughty boy!  Have been blogging on my own site but not on there 
0,Back 2 work  ugghhhh
0,@aneD LOL I hate it when that happens! Hadn't checked link but was alerted by a sudden rash of similar offers from other mags and looked! 
1,outside reading with my sunglasses and a bud light...ahhhhhh 
0,I'm trying to get back into this twitter thing...not going so well for me 
0,bored. hmmm whats new? 
1,Can not wait to be home... Only a few hours to go 
0,@itsjoejonas  i'll cry 
0,"Kitty Lee is about to have her baby, I hate to be insensitive and ask how long it will be til she shoots again but I have no updates "
0,"@rogerogeroger any minute now!!!!! I'm sure my boss is getting sick of me asking if UPS has come. *looks out the window, again*  hurry!"
1,had had a great few days in London writing &amp; recording more new tunes! its all getting exciting  Think the sunshines has inspired us! Woop
1,is designing dresses this morning 
0,Going to school its all rainy and dark outside it scares me 
0,@_analogy I lost my krishna beads at the bus depot. 
1,Having fun watching hubby and my brother put up the furniture we bought at ikea yesterday 
0,@gillianlochrie sounds like ur having a fab time. Obviously ur missing all the rain here tho! 
1,GREENDAY IN OCTOBER 
1,@DanaA13 Oh of course... I'm so bored here during the day.. we should swim this week! 
1,@Sam_Bartlett i know i know i know  sofa dinner and chick flicks ftw
0,"Jordy told me to tweet about him, so I am. He takes to long to text back  "
1,@missparys Hurry up!! I cant wait to eat Kyoto Damn It.  I love that place...
0,"Sadly, Parappa's Holiday on PS3 with motion controller was just a dream "
0,"@Tootsiemr Don't that alway happen, at least that how it feel. "
0,is having a really ruff evening. 
0,and i only got till 7 Wednesday night cause then recording finishes 
1,Going back to posting directly to Facebook....just here to follow others 
0,"Watching fist of Zen! Had the laziest day, done nothing but watch movies and eat BK. Back to Uni tomoro "
0,@NHL10 I was hoping for a better trailer 
1,Just joking. SMH. Here's a word u don't see anymore: foodstuffs. I wish it would make a comeback. 
1,http://twitpic.com/69bjd - ouccch! but i love it 
0,"Yoz! Just finished dinner, not a nice one thou, and now on the way home saw a dead crashed dog on road  suckz! - http://tweet.sg"
1,"Dear #Squarespace, please lift the Monday blues by giving me an iPhone "
0,Has to learn to prioritise things better. 
0,@mileyycyrus_ hey y u don't talk to me on ur other twitter account @MileyyCyyrus ? 
1,@viveksingh wen u address a girl u should say adipavi  
0,allergeys  the dogwood trees are out to get me
0,just missing my boyfriend so much  I love you AndrÃ¯Â¿Â½!
0,said goodbye to a great friend yesterday  I hate sad farewells...
1,yeah it's the weekend... gotta love that 
0,Aw that girl that did the robot dance got kicked off  I still love that they're using 'Already Gone' for the kick off I. Love. That. Song.
1,IM GOIN 2 DA ZOO 2DAY!!!! 
0,@chfbrian My coffee left me a few minutes ago   I wish I wasn't too lazy to clean the coffee pot
1,"@kanye_lens hey, it was fun being in the bring me the horizon photoshoot today  i really wanna see the pics. x"
0,awww victor 
1,Yay!  Ant is up!  Loud music time!  
0,"Yup, its official..I'm gonna be hungover for the yankees game tmrw   btw..Fireball Whiskey tastes like candy....its gonna be 1 HOT summer!"
0,"I leave for the beach friday! But I have SO much to do the next 2 days, and I work both! "
0,Global warming?...what a joke. Its june and i'm still wearing a vest! 
1,up! i just did the groceries. now going to the museum for international museum day! haha 
0,I hate leaving them 
1,Peter's sausage rolls r so much nicer than Greggs!  x
1,"I &lt;3 KRIS!!! HE GOT INTO THE FINALE  Okay,I'm losing my voice. My screams are in full swing since morning "
1,just got out of the shower. maybe going to town later. 
1,But ruh roh....hotel pool is outside.  Whoops!!  Sounds like we'll have movie night instead.  Not so bad   Weather 80 &amp; sun tomorrow yay!
0,"@ChampagneRDub story of my life, girl! I've always got insomnia "
1,@hndsmdvl01 they can e intimidating sometimes LOL 
0,good morning world. i will cry when i start work and can't wake up this late anymore 
0,I wish I was at the Pens Parade rather than my internship 
1,Go to Atlixco =/ I hope send tweet later... C'ya twitterband 
0,"Woke up this morning to big damp patches on bedroom ceiling. Daughter no1 left her bedroom window wide open all night, her room soaked. "
1,@samsoniaku Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
0,"Michelle, why are you wearing that headband? DO NOT APPROVE  http://img34.yfrog.com/i/a9v.jpg/"
1,Atlantic City tonight w.my babes  txt me if you wana go
1,"@lizmoney Apple's in-ears are slightly comfy for me -- slightly loose in one ear, but that's me  There are multiple ear tips, of course."
0,@outednarnian sa midsection? hirap matanggal nung tiyan waa  also i need someone to help me with my bench presses.  i must crank my chest
1,@SunnySoCal cos it's great when it's nice as it has been the last few days! And when it's not... well it's a hard top rather than cloth 
0,"@ciaranokeeffe oo yes, I got that one  got stuck at 21/50 "
0,UPSET... EXTREMELY 
0,Motivation....anyone got any spare - struggling today 
0,Back sore... 
0,doing math workk 
0,I wish Panasonic was on Twitter so I could complain to them about their awful customer service rather than a phone call 
1,Damn...i am a lucky dude.....i am going to bed happy as hell! Thanks lil worker 
1,"LOL @ThaBillCollecta Yeah, right! "
0,Huh Monday.. Don't make me do it.. Don't make me work in a box all day 
0,@bubblything thank you so much dear! and sorrfor making myself so scare at the moment 
1,@dansalzmann : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! 
1,"Another day, another piece of cake "
0,@megapanda  sorry to hear that. *cyber hug*
0,@Kerrydegman Aww Happy Birthday to the pup I never got to see 
0,I think i'm going to be late to work  yikes
